country,target_date,branch,specification_id,diagnostic,lag,value,threshold,flagged
Austria,2024-01-08,weekly_differenced,weekly_differenced_arima_p2_d0_q1,residual_acf,46,-0.0530246613033408,0.1941733059080797,False
Austria,2024-01-08,weekly_differenced,weekly_differenced_arima_p2_d0_q1,residual_acf,47,0.0007140688737898,0.1941733059080797,False
Austria,2024-01-08,weekly_differenced,weekly_differenced_arima_p2_d0_q1,residual_acf,48,0.0496661954650342,0.1941733059080797,False
Austria,2024-01-08,weekly_differenced,weekly_differenced_arima_p2_d0_q1,residual_acf,5,0.0037834138657181,0.1941733059080797,False
Austria,2024-01-08,weekly_differenced,weekly_differenced_arima_p2_d0_q1,residual_acf,6,0.0175453181328094,0.1941733059080797,False
Austria,2024-01-08,weekly_differenced,weekly_differenced_arima_p2_d0_q1,residual_acf,7,0.0047450569752704,0.1941733059080797,False
Austria,2024-01-08,weekly_differenced,weekly_differenced_arima_p2_d0_q1,residual_acf,8,0.0491638660567516,0.1941733059080797,False
Austria,2024-01-08,weekly_differenced,weekly_differenced_arima_p2_d0_q1,residual_acf,9,0.0765640738984284,0.1941733059080797,False
Austria,2024-01-08,weekly_differenced,weekly_differenced_arima_p2_d0_q2,ljung_box_pvalue,24,0.692148826127339,0.01,False
Austria,2024-01-08,weekly_differenced,weekly_differenced_arima_p2_d0_q2,ljung_box_pvalue,48,0.978930093888716,0.01,False
Austria,2024-01-08,weekly_differenced,weekly_differenced_arima_p2_d0_q2,ljung_box_statistic,24,16.390076121237932,0.01,False
Austria,2024-01-08,weekly_differenced,weekly_differenced_arima_p2_d0_q2,ljung_box_statistic,48,27.08423702810248,0.01,False
Austria,2024-01-08,weekly_differenced,weekly_differenced_arima_p2_d0_q2,residual_acf,1,-0.0259753918101211,0.1941733059080797,False
Austria,2024-01-08,weekly_differenced,weekly_differenced_arima_p2_d0_q2,residual_acf,10,-0.0744925443726639,0.1941733059080797,False
Austria,2024-01-08,weekly_differenced,weekly_differenced_arima_p2_d0_q2,residual_acf,11,0.1529297651767823,0.1941733059080797,False
Austria,2024-01-08,weekly_differenced,weekly_differenced_arima_p2_d0_q2,residual_acf,12,-0.1245017365279927,0.1941733059080797,False
Austria,2024-01-08,weekly_differenced,weekly_differenced_arima_p2_d0_q2,residual_acf,13,0.0224894522513873,0.1941733059080797,False
Austria,2024-01-08,weekly_differenced,weekly_differenced_arima_p2_d0_q2,residual_acf,14,-0.0520501766757256,0.1941733059080797,False
Austria,2024-01-08,weekly_differenced,weekly_differenced_arima_p2_d0_q2,residual_acf,15,0.0647968263559326,0.1941733059080797,False
Austria,2024-01-08,weekly_differenced,weekly_differenced_arima_p2_d0_q2,residual_acf,16,-0.0473971457838523,0.1941733059080797,False
Austria,2024-01-08,weekly_differenced,weekly_differenced_arima_p2_d0_q2,residual_acf,17,-0.0459031887742708,0.1941733059080797,False
Austria,2024-01-08,weekly_differenced,weekly_differenced_arima_p2_d0_q2,residual_acf,18,0.0506376294868353,0.1941733059080797,False
Austria,2024-01-08,weekly_differenced,weekly_differenced_arima_p2_d0_q2,residual_acf,19,-0.0010661166508391,0.1941733059080797,False
Austria,2024-01-08,weekly_differenced,weekly_differenced_arima_p2_d0_q2,residual_acf,2,0.0168194657590354,0.1941733059080797,False
Austria,2024-01-08,weekly_differenced,weekly_differenced_arima_p2_d0_q2,residual_acf,20,0.0420961185901552,0.1941733059080797,False
Austria,2024-01-08,weekly_differenced,weekly_differenced_arima_p2_d0_q2,residual_acf,21,-0.0525755182565557,0.1941733059080797,False
Austria,2024-01-08,weekly_differenced,weekly_differenced_arima_p2_d0_q2,residual_acf,22,-0.0498566071558525,0.1941733059080797,False
Austria,2024-01-08,weekly_differenced,weekly_differenced_arima_p2_d0_q2,residual_acf,23,0.0452925528538283,0.1941733059080797,False
Austria,2024-01-08,weekly_differenced,weekly_differenced_arima_p2_d0_q2,residual_acf,24,0.0941785293671397,0.1941733059080797,False
Austria,2024-01-08,weekly_differenced,weekly_differenced_arima_p2_d0_q2,residual_acf,25,-0.0061585439677836,0.1941733059080797,False
Austria,2024-01-08,weekly_differenced,weekly_differenced_arima_p2_d0_q2,residual_acf,26,-0.0088379751722557,0.1941733059080797,False
Austria,2024-01-08,weekly_differenced,weekly_differenced_arima_p2_d0_q2,residual_acf,27,0.0115668943550703,0.1941733059080797,False
Austria,2024-01-08,weekly_differenced,weekly_differenced_arima_p2_d0_q2,residual_acf,28,0.0360914601539311,0.1941733059080797,False
Austria,2024-01-08,weekly_differenced,weekly_differenced_arima_p2_d0_q2,residual_acf,29,0.0151563052184188,0.1941733059080797,False
Austria,2024-01-08,weekly_differenced,weekly_differenced_arima_p2_d0_q2,residual_acf,3,0.0111168086534911,0.1941733059080797,False
Austria,2024-01-08,weekly_differenced,weekly_differenced_arima_p2_d0_q2,residual_acf,30,0.0015315464993646,0.1941733059080797,False
Austria,2024-01-08,weekly_differenced,weekly_differenced_arima_p2_d0_q2,residual_acf,31,-0.013900771473606,0.1941733059080797,False
Austria,2024-01-08,weekly_differenced,weekly_differenced_arima_p2_d0_q2,residual_acf,32,-0.045450888200643,0.1941733059080797,False
Austria,2024-01-08,weekly_differenced,weekly_differenced_arima_p2_d0_q2,residual_acf,33,-0.0293592818341478,0.1941733059080797,False
Austria,2024-01-08,weekly_differenced,weekly_differenced_arima_p2_d0_q2,residual_acf,34,-0.0741032603673265,0.1941733059080797,False
Austria,2024-01-08,weekly_differenced,weekly_differenced_arima_p2_d0_q2,residual_acf,35,0.0281072200352815,0.1941733059080797,False
Austria,2024-01-08,weekly_differenced,weekly_differenced_arima_p2_d0_q2,residual_acf,36,-0.0189792748962933,0.1941733059080797,False
Austria,2024-01-08,weekly_differenced,weekly_differenced_arima_p2_d0_q2,residual_acf,37,-0.0289736666182691,0.1941733059080797,False
Austria,2024-01-08,weekly_differenced,weekly_differenced_arima_p2_d0_q2,residual_acf,38,0.0590171524202823,0.1941733059080797,False
Austria,2024-01-08,weekly_differenced,weekly_differenced_arima_p2_d0_q2,residual_acf,39,-0.0815771675315353,0.1941733059080797,False
Austria,2024-01-08,weekly_differenced,weekly_differenced_arima_p2_d0_q2,residual_acf,4,-0.0241123175446645,0.1941733059080797,False
Austria,2024-01-08,weekly_differenced,weekly_differenced_arima_p2_d0_q2,residual_acf,40,-0.0226169086932565,0.1941733059080797,False
Austria,2024-01-08,weekly_differenced,weekly_differenced_arima_p2_d0_q2,residual_acf,41,0.0768583267401475,0.1941733059080797,False
Austria,2024-01-08,weekly_differenced,weekly_differenced_arima_p2_d0_q2,residual_acf,42,0.059551946808164,0.1941733059080797,False
Austria,2024-01-08,weekly_differenced,weekly_differenced_arima_p2_d0_q2,residual_acf,43,-0.0501517285414839,0.1941733059080797,False
Austria,2024-01-08,weekly_differenced,weekly_differenced_arima_p2_d0_q2,residual_acf,44,-0.0654909250073617,0.1941733059080797,False
Austria,2024-01-08,weekly_differenced,weekly_differenced_arima_p2_d0_q2,residual_acf,45,0.0041777164706475,0.1941733059080797,False
Austria,2024-01-08,weekly_differenced,weekly_differenced_arima_p2_d0_q2,residual_acf,46,-0.0570848305412168,0.1941733059080797,False
Austria,2024-01-08,weekly_differenced,weekly_differenced_arima_p2_d0_q2,residual_acf,47,-0.0020511729422337,0.1941733059080797,False
Austria,2024-01-08,weekly_differenced,weekly_differenced_arima_p2_d0_q2,residual_acf,48,0.0622594317238744,0.1941733059080797,False
Austria,2024-01-08,weekly_differenced,weekly_differenced_arima_p2_d0_q2,residual_acf,5,0.0081025804991522,0.1941733059080797,False
Austria,2024-01-08,weekly_differenced,weekly_differenced_arima_p2_d0_q2,residual_acf,6,0.011909732595995,0.1941733059080797,False
